"date","AQI"
"2016-09-04",69
"2016-09-05",70
"2016-09-06",56
"2016-09-07",53
"2016-09-08",56
"2016-09-09",49
"2016-09-10",83
"2016-09-11",59
"2016-09-12",69
"2016-09-13",93
"2016-09-14",91
"2016-09-15",40
"2016-09-16",57
"2016-09-17",59
"2016-09-18",108
"2016-09-19",36
"2016-09-20",34
"2016-09-21",43
"2016-09-22",60
"2016-09-23",43
"2016-09-24",67
"2016-09-25",125
"2016-09-26",69
"2016-09-27",59
"2016-09-28",37
"2016-09-29",50
"2016-09-30",57
"2016-10-01",58
"2016-10-02",70
"2016-10-03",89
"2016-10-04",92
"2016-10-05",44
"2016-10-06",53
"2016-10-07",74
"2016-10-08",88
"2016-10-09",31
"2016-10-10",24
"2016-10-11",28
"2016-10-12",51
"2016-10-13",61
"2016-10-14",52
"2016-10-15",65
"2016-10-16",78
"2016-10-17",136
"2016-10-18",62
"2016-10-19",104
"2016-10-20",119
"2016-10-21",108
"2016-10-22",91
"2016-10-23",36
"2016-10-24",40
"2016-10-25",64
"2016-10-26",54
"2016-10-27",93
"2016-10-28",65
"2016-10-29",34
"2016-10-30",52
"2016-10-31",77
"2016-11-01",69
"2016-11-02",127
"2016-11-03",146
"2016-11-04",149
"2016-11-05",217
"2016-11-06",200
"2016-11-07",29
"2016-11-08",53
"2016-11-09",57
"2016-11-10",NA
"2016-11-11",70
"2016-11-12",93
"2016-11-13",93
"2016-11-14",136
"2016-11-15",215
"2016-11-16",163
"2016-11-17",156
"2016-11-18",116
"2016-11-19",141
"2016-11-20",149
"2016-11-21",147
"2016-11-22",138
"2016-11-23",29
"2016-11-24",68
"2016-11-25",74
"2016-11-26",83
"2016-11-27",95
"2016-11-28",116
"2016-11-29",144
"2016-11-30",109
"2016-12-01",111
"2016-12-02",164
"2016-12-03",165
"2016-12-04",198
"2016-12-05",214
"2016-12-06",136
"2016-12-07",168
"2016-12-08",221
"2016-12-09",209
"2016-12-10",223
"2016-12-11",103
"2016-12-12",122
"2016-12-13",83
"2016-12-14",97
"2016-12-15",205
"2016-12-16",147
"2016-12-17",115
"2016-12-18",172
"2016-12-19",148
"2016-12-20",230
"2016-12-21",206
"2016-12-22",138
"2016-12-23",223
"2016-12-24",195
"2016-12-25",71
"2016-12-26",57
"2016-12-27",78
"2016-12-28",88
"2016-12-29",122
"2016-12-30",157
"2016-12-31",139
"2017-01-01",230
"2017-01-02",247
"2017-01-03",217
"2017-01-04",264
"2017-01-05",411
"2017-01-06",321
"2017-01-07",221
"2017-01-08",113
"2017-01-09",122
"2017-01-10",40
"2017-01-11",54
"2017-01-12",93
"2017-01-13",78
"2017-01-14",85
"2017-01-15",150
"2017-01-16",168
"2017-01-17",128
"2017-01-18",114
"2017-01-19",127
"2017-01-20",105
"2017-01-21",149
"2017-01-22",185
"2017-01-23",254
"2017-01-24",213
"2017-01-25",237
"2017-01-26",247
"2017-01-27",302
"2017-01-28",244
"2017-01-29",103
"2017-01-30",113
"2017-01-31",86
"2017-02-01",60
"2017-02-02",84
"2017-02-03",82
"2017-02-04",104
"2017-02-05",119
"2017-02-06",111
"2017-02-07",138
"2017-02-08",39
"2017-02-09",60
"2017-02-10",132
"2017-02-11",81
"2017-02-12",86
"2017-02-13",210
"2017-02-14",133
"2017-02-15",147
"2017-02-16",195
"2017-02-17",204
"2017-02-18",136
"2017-02-19",144
"2017-02-20",220
"2017-02-21",88
"2017-02-22",48
"2017-02-23",58
"2017-02-24",58
"2017-02-25",76
"2017-02-26",78
"2017-02-27",110
"2017-02-28",66
"2017-03-01",156
"2017-03-02",75
"2017-03-03",80
"2017-03-04",110
